35.9075826,139.8934936
35.91399554,139.8854256
35.91351763,139.890629
35.91298017,139.8910799
35.9094174,139.8993587
35.90617572,139.8999302
35.90620826,139.9004834
35.91020562,139.9032729
35.90757065,139.9146354
35.91250187,139.9136631
35.9113534,139.9165043
35.90728843,139.9017229
35.90851371,139.9090614
35.90856305,139.9093802
35.90631948,139.9055638
35.91159421,139.9172153
35.91330602,139.9134066
35.91400986,139.9057784
35.9118978,139.9191262
35.90893372,139.9192137
35.90183263,139.9118898
35.8978026,139.9092362
35.8921731,139.9116528
35.89944098,139.9117099
35.90119652,139.9126326
35.89738991,139.9104654
35.89765064,139.9107014
35.90006672,139.9127399
35.89970171,139.9122035
35.8988326,139.9136963
35.89995807,139.9122372
35.90202645,139.9043086
35.89755937,139.904566
35.90215681,139.9047163
35.89860229,139.9022593
35.89775926,139.9041905
35.89237932,139.902549
35.8912288,139.9017287
35.8956724,139.8954708
35.89609926,139.9013259
35.89574291,139.8998024
35.89679455,139.9065723
35.89517798,139.9000599
35.89518667,139.9013689
35.89571684,139.9000278
35.8736075,139.9164429
35.87371182,139.9191895
35.87079938,139.9258199
35.8790061,139.9105206
35.87964939,139.911808
35.88376978,139.9178591
35.87201653,139.9259057
35.87989279,139.9178162
35.87020819,139.9256053
35.87878008,139.9109497
35.87947553,139.9173656
35.87267727,139.9183526
35.87186004,139.9251332
35.88053607,139.9177518
35.87712837,139.9107995
35.87818895,139.9093404
35.87102543,139.9212923
35.86768687,139.9024739
35.87493762,139.9007573
35.87570265,139.9011221
35.89383516,139.8964229
35.88293529,139.903933
35.87125147,139.9123015
35.87071244,139.9121299
35.8660697,139.9030533
35.88988913,139.9188461
35.88992389,139.9182668
35.89054971,139.9159923
35.87274682,139.926528
35.88225726,139.9223652
35.87909303,139.9243178
35.88566474,139.9193182
35.87560702,139.9318709
35.87517235,139.9314418
35.87503325,139.9319782
35.88079686,139.9296179
35.88481289,139.9285021
35.88288313,139.9263563
35.89204469,139.9330726
35.88529966,139.9345531
35.87839758,139.9332871
35.87596346,139.9391665
35.87728485,139.9388018
35.88097941,139.9378147
35.8554131,139.933638
35.85966157,139.9361839
35.86080934,139.9241676
35.86042675,139.927515
35.8615745,139.9253263
35.86035719,139.9260559
35.86022676,139.936774
35.85879639,139.9357655
35.85870944,139.9188783
35.86115279,139.9241247
35.86034415,139.9321606
35.86166145,139.9323108
35.8552601,139.9277774
35.85075716,139.9243286
35.85413121,139.9244573
35.85016581,139.9234703
35.85444426,139.9153163
35.85381816,139.9175909
35.8467568,139.9338987
35.83969481,139.9423101
35.84950275,139.9300421
35.83636328,139.9517506
35.8379552,139.9463424
35.83945998,139.9508288
35.83831191,139.9444129
35.84323458,139.9497559
35.84299106,139.942353
35.84356507,139.9386837
35.84426082,139.9427392
35.84191262,139.9422886
35.84201699,139.9413874
35.84314761,139.9429753
35.84553056,139.9496486
35.85085282,139.9516013
35.8621727,139.9107649
35.859312,139.9046961
35.86086151,139.9042013
35.8602174,139.9052682
35.85904856,139.9025168
35.84823087,139.898751
35.8342109,139.9026778
35.83445444,139.9009612
35.85264856,139.9001887
35.85555297,139.8989763
35.8554921,139.8985686
35.84756993,139.897485
35.85192679,139.900532
35.85003102,139.8960688
35.8500832,139.8954465
35.85018755,139.8993948
35.85227463,139.9053385
35.85280509,139.9058213
35.85483123,139.9094155
35.8548921,139.9032035
35.85403121,139.9038901
35.85634427,139.9029138
35.85652688,139.903182
35.85698775,139.9026134
35.85114414,139.9027851
35.84622196,139.9128058
35.8392121,139.8965516
35.8395774,139.9051883
35.83791617,139.8953393
35.8374204,139.8953285
35.83809882,139.9074736
35.83749868,139.9009719
35.8381597,139.9038579
35.83915122,139.9036863
35.83932517,139.9070444
35.83766394,139.9013259
35.83882071,139.9009612
35.83883811,139.9017873
35.83884681,139.902034
35.83829886,139.9033322
35.84062108,139.9033751
35.83932517,139.9087288
35.83925559,139.9089756
35.84284756,139.9166145
35.83468929,139.8989012
35.83524161,139.9006071
35.84660026,139.8995771
35.83186404,139.8993791
